WORK_ID,MP_NAME,CONSTITUENCY_NAME,WORK_CATEGORY,ACTIVITY_NAME,HYBRID_RISK_SCORE,FINAL_RISK_LEVEL,DETECTOR_AGREEMENT,DETECTOR_AGREEMENT_COUNT,INVESTIGATION_PRIORITY,RULE_SCORE,STATISTICAL_SCORE,ISOLATION_FOREST_SCORE,RECOMMENDED_AMOUNT,SANCTION_AMOUNT,ACTUAL_AMOUNT,DISBURSED_AMOUNT,COST_VS_PEER_MEDIAN,PEER_Z_SCORE,TRANSACTION_COUNT,VENDOR_COUNT,MAX_TRANSACTION_AMOUNT,RECOMMENDATION_DATE,SANCTION_DATE,COMPLETION_DATE,DAYS_RECOMMENDATION_TO_SANCTION,DAYS_SANCTION_TO_COMPLETION,SUMMARY,INVESTIGATION_GUIDANCE,DISCLAIMER,FINANCIAL_EVIDENCE,STATISTICAL_EVIDENCE,TRANSACTION_EVIDENCE,TIMELINE_EVIDENCE
302894,CHAMALA KIRAN KUMAR REDDY,Unknown,Normal/Others,NA-Construction of bus-sheds or bus-stops,12.94,LOW,NONE,0,5,18.0,15.0,4.62,500000.0,500000.0,,,2.0,,0,0,0.0,2026-08-12,,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],[]
304903,MADHAVANENI RAGHUNANDAN RAO,Unknown,Normal/Others,NA-Construction of public irrigation facilities,12.94,LOW,NONE,0,5,18.0,15.0,4.62,500000.0,500000.0,,,2.0,,0,0,0.0,2026-08-19,,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],[]
305374,MADHAVANENI RAGHUNANDAN RAO,Unknown,Normal/Others,NA-Construction of buildings for community cultural activities,12.94,LOW,NONE,0,5,18.0,15.0,4.62,500000.0,500000.0,,,2.0,,0,0,0.0,2026-08-19,,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],[]
309578,CHAMALA KIRAN KUMAR REDDY,Unknown,Normal/Others,NA-Construction of bus-sheds or bus-stops,12.94,LOW,NONE,0,5,18.0,15.0,4.62,500000.0,500000.0,,,2.0,,0,0,0.0,2026-08-29,,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],[]
309588,CHAMALA KIRAN KUMAR REDDY,Unknown,Normal/Others,NA-Construction of bus-sheds or bus-stops,12.94,LOW,NONE,0,5,18.0,15.0,4.62,500000.0,500000.0,,,2.0,,0,0,0.0,2026-08-29,,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],[]
153958,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2025-2026/153958-Construction of additional rooms and halls in the existing public and community building,12.94,LOW,NONE,0,5,5.0,0.0,37.31,495000.0,495000.0,440101.0,,1.98,,1,1,440101.0,2024-11-22,2025-11-28,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-11-22"", ""sanction_date"": ""2025-11-28"", ""days"": null}]"
161438,BALRAM NAIK PORIKA,Unknown,Normal/Others,WS/MP18190/2025-2026/161438-Installing tube-wells and borewells,12.81,LOW,NONE,0,5,5.0,0.0,36.88,45000.0,45000.0,44065.0,,0.18,,1,1,44065.0,2024-12-24,2025-09-08,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-12-24"", ""sanction_date"": ""2025-09-08"", ""days"": null}]"
161766,BALRAM NAIK PORIKA,Unknown,Normal/Others,WS/MP18190/2025-2026/161766-Installing tube-wells and borewells,12.81,LOW,NONE,0,5,5.0,0.0,36.88,45000.0,45000.0,44065.0,,0.18,,1,1,44065.0,2025-01-04,2025-11-25,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-01-04"", ""sanction_date"": ""2025-11-25"", ""days"": null}]"
162250,BALRAM NAIK PORIKA,Unknown,Normal/Others,WS/MP18190/2025-2026/162250-Installing tube-wells and borewells,12.81,LOW,NONE,0,5,5.0,0.0,36.88,45000.0,45000.0,44065.0,,0.18,,1,1,44065.0,2025-01-02,2025-11-25,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-01-02"", ""sanction_date"": ""2025-11-25"", ""days"": null}]"
162251,BALRAM NAIK PORIKA,Unknown,Normal/Others,WS/MP18190/2025-2026/162251-Installing tube-wells and borewells,12.81,LOW,NONE,0,5,5.0,0.0,36.88,45000.0,45000.0,44065.0,,0.18,,1,1,44065.0,2024-12-31,2025-11-25,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-12-31"", ""sanction_date"": ""2025-11-25"", ""days"": null}]"
162252,BALRAM NAIK PORIKA,Unknown,Normal/Others,WS/MP18190/2025-2026/162252-Installing tube-wells and borewells,12.81,LOW,NONE,0,5,5.0,0.0,36.88,45000.0,45000.0,44065.0,,0.18,,1,1,44065.0,2024-12-30,2025-11-25,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-12-30"", ""sanction_date"": ""2025-11-25"", ""days"": null}]"
163805,BALRAM NAIK PORIKA,Unknown,Normal/Others,WS/MP18190/2025-2026/163805-Installing tube-wells and borewells,12.81,LOW,NONE,0,5,5.0,0.0,36.88,45000.0,45000.0,44065.0,,0.18,,1,1,44065.0,2025-01-08,2026-01-12,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-01-08"", ""sanction_date"": ""2026-01-12"", ""days"": null}]"
203642,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2025-2026/203642-Construction of community centers and community halls,12.81,LOW,NONE,0,5,5.0,0.0,36.86,37077.0,37077.0,37077.0,,0.148308,,1,1,37077.0,2025-05-27,2025-06-12,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-05-27"", ""sanction_date"": ""2025-06-12"", ""days"": null}]"
192172,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2026-2027/192172-Construction of community centers and community halls,12.74,LOW,NONE,0,5,5.0,0.0,36.62,495000.0,495000.0,442390.0,,1.98,,1,1,442390.0,2025-05-16,2026-04-08,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-05-16"", ""sanction_date"": ""2026-04-08"", ""days"": null}]"
146279,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2024-2025/146279-Providing drains and gutters for public drainage,12.72,LOW,NONE,0,5,5.0,0.0,36.56,498000.0,498000.0,445245.0,,1.992,,1,1,445245.0,2024-10-08,2024-10-15,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-10-08"", ""sanction_date"": ""2024-10-15"", ""days"": null}]"
146426,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2024-2025/146426-Construction of boundary walls of existing public and community buildings,12.69,LOW,NONE,0,5,5.0,0.0,36.48,495000.0,495000.0,442562.0,,1.98,,1,1,442562.0,2024-10-09,2024-11-13,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-10-09"", ""sanction_date"": ""2024-11-13"", ""days"": null}]"
146630,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2024-2025/146630-Construction of boundary walls of existing public and community buildings,12.69,LOW,NONE,0,5,5.0,0.0,36.48,495000.0,495000.0,442474.0,,1.98,,1,1,442474.0,2024-10-10,2024-11-13,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-10-10"", ""sanction_date"": ""2024-11-13"", ""days"": null}]"
155553,EATALA RAJENDER,Unknown,Normal/Others,"WS/MP18193/2024-2025/155553-Construction of roads, link roads, pathways or any other road with or without drainage system",12.62,LOW,NONE,0,5,5.0,0.0,36.25,495000.0,495000.0,445068.0,,1.98,,1,1,445068.0,2024-11-28,2025-03-12,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-11-28"", ""sanction_date"": ""2025-03-12"", ""days"": null}]"
156551,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2024-2025/156551-Construction of community centers and community halls,12.55,LOW,NONE,0,5,7.0,0.0,33.66,397482.0,397482.0,397482.0,,1.589928,,2,1,355376.0,2024-12-02,2024-12-05,,,,The work shows 2 expenditure transactions.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],"[{""type"": ""multiple_transactions"", ""severity"": ""low"", ""finding"": ""Work contains multiple expenditure transactions"", ""transaction_count"": 2}]","[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-12-02"", ""sanction_date"": ""2024-12-05"", ""days"": null}]"
146752,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2024-2025/146752-Construction of community centers and community halls,12.54,LOW,NONE,0,5,7.0,0.0,33.64,397121.0,397121.0,397121.0,,1.588484,,2,1,354748.0,2024-10-11,2024-10-15,,,,The work shows 2 expenditure transactions.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],"[{""type"": ""multiple_transactions"", ""severity"": ""low"", ""finding"": ""Work contains multiple expenditure transactions"", ""transaction_count"": 2}]","[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-10-11"", ""sanction_date"": ""2024-10-15"", ""days"": null}]"
233841,Sanjay Kumar Bandi,Unknown,Normal/Others,WS/MP770/2025-2026/233841-Installing tube-wells and borewells,12.54,LOW,NONE,0,5,5.0,0.0,35.95,100000.0,100000.0,84188.0,,0.4,,1,1,84188.0,2025-09-14,2025-11-14,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-09-14"", ""sanction_date"": ""2025-11-14"", ""days"": null}]"
161570,BALRAM NAIK PORIKA,Unknown,Normal/Others,WS/MP18190/2025-2026/161570-Installing tube-wells and borewells,12.48,LOW,NONE,0,5,5.0,0.0,35.75,40000.0,40000.0,39934.0,,0.16,,1,1,39934.0,2024-12-26,2026-01-13,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-12-26"", ""sanction_date"": ""2026-01-13"", ""days"": null}]"
149044,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2024-2025/149044-Construction of common work sheds/ common covered sitting area,12.42,LOW,NONE,0,5,7.0,0.0,33.25,399432.0,399432.0,399432.0,,1.597728,,2,1,357627.0,2024-10-22,2024-10-25,,,,The work shows 2 expenditure transactions.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],"[{""type"": ""multiple_transactions"", ""severity"": ""low"", ""finding"": ""Work contains multiple expenditure transactions"", ""transaction_count"": 2}]","[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-10-22"", ""sanction_date"": ""2024-10-25"", ""days"": null}]"
155209,KONDA VISHWESHWAR REDDY,Unknown,Normal/Others,WS/MP18188/2025-2026/155209-Installing tube-wells and borewells,12.41,LOW,NONE,0,5,5.0,0.0,35.54,200000.0,200000.0,152042.0,,0.8,,1,1,152042.0,2024-11-26,2025-06-09,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-11-26"", ""sanction_date"": ""2025-06-09"", ""days"": null}]"
192699,DR.MALLU RAVI,Unknown,Normal/Others,WS/MP18192/2025-2026/192699-Street lights,12.36,LOW,NONE,0,5,5.0,0.0,35.35,59984.0,59984.0,59984.0,,0.239936,,1,1,59984.0,2025-04-19,2025-05-03,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-04-19"", ""sanction_date"": ""2025-05-03"", ""days"": null}]"
146758,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2024-2025/146758-Construction of common work sheds/ common covered sitting area,12.35,LOW,NONE,0,5,7.0,0.0,33.01,399659.0,399659.0,399659.0,,1.598636,,2,1,357627.0,2024-10-11,2024-10-15,,,,The work shows 2 expenditure transactions.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],"[{""type"": ""multiple_transactions"", ""severity"": ""low"", ""finding"": ""Work contains multiple expenditure transactions"", ""transaction_count"": 2}]","[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-10-11"", ""sanction_date"": ""2024-10-15"", ""days"": null}]"
156552,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2024-2025/156552-Construction of community centers and community halls,12.35,LOW,NONE,0,5,7.0,0.0,33.01,399640.0,399640.0,399640.0,,1.59856,,2,1,357305.0,2024-12-02,2024-12-05,,,,The work shows 2 expenditure transactions.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],"[{""type"": ""multiple_transactions"", ""severity"": ""low"", ""finding"": ""Work contains multiple expenditure transactions"", ""transaction_count"": 2}]","[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-12-02"", ""sanction_date"": ""2024-12-05"", ""days"": null}]"
162210,BALRAM NAIK PORIKA,Unknown,Normal/Others,WS/MP18190/2025-2026/162210-Installing tube-wells and borewells,12.34,LOW,NONE,0,5,5.0,0.0,35.3,39244.0,39244.0,39244.0,,0.156976,,1,1,39244.0,2025-01-03,2026-01-12,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-01-03"", ""sanction_date"": ""2026-01-12"", ""days"": null}]"
228381,Sanjay Kumar Bandi,Unknown,Repair and Renovation,"WS/MP770/2025-2026/228381-Construction of roads, link roads, pathways or any other road with or without drainage system",12.29,LOW,NONE,0,5,5.0,0.0,35.13,39961.0,39961.0,39961.0,,0.079922,,1,1,39961.0,2025-08-22,2025-08-30,,,,No major evidence signals were identified.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-08-22"", ""sanction_date"": ""2025-08-30"", ""days"": null}]"
146482,Arvind Dharmapuri,Unknown,Normal/Others,WS/MP761/2024-2025/146482-Construction of community centers and community halls,12.26,LOW,NONE,0,5,7.0,0.0,32.69,399973.0,399973.0,399973.0,,1.599892,,2,1,357567.0,2024-10-09,2024-10-25,,,,The work shows 2 expenditure transactions.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,[],[],"[{""type"": ""multiple_transactions"", ""severity"": ""low"", ""finding"": ""Work contains multiple expenditure transactions"", ""transaction_count"": 2}]","[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-10-09"", ""sanction_date"": ""2024-10-25"", ""days"": null}]"
149992,KONDA VISHWESHWAR REDDY,Unknown,Normal/Others,WS/MP18188/2025-2026/149992-Providing drains and gutters for public drainage,12.24,LOW,NONE,0,5,18.0,15.0,2.3,500000.0,500000.0,,,2.0,,0,0,0.0,2024-10-29,2025-06-09,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-10-29"", ""sanction_date"": ""2025-06-09"", ""days"": null}]"
154619,KONDA VISHWESHWAR REDDY,Unknown,Normal/Others,"WS/MP18188/2025-2026/154619-Construction of roads, link roads, pathways or any other road with or without drainage system",12.24,LOW,NONE,0,5,18.0,15.0,2.3,500000.0,500000.0,,,2.0,,0,0,0.0,2024-11-25,2025-04-25,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-11-25"", ""sanction_date"": ""2025-04-25"", ""days"": null}]"
154630,KONDA VISHWESHWAR REDDY,Unknown,Normal/Others,"WS/MP18188/2025-2026/154630-Construction of roads, link roads, pathways or any other road with or without drainage system",12.24,LOW,NONE,0,5,18.0,15.0,2.3,500000.0,500000.0,,,2.0,,0,0,0.0,2024-11-25,2025-06-13,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-11-25"", ""sanction_date"": ""2025-06-13"", ""days"": null}]"
158929,KADIYAM KAVYA,Unknown,Normal/Others,WS/MP18389/2024-2025/158929-Providing drains and gutters for public drainage,12.24,LOW,NONE,0,5,18.0,15.0,2.3,500000.0,500000.0,,,2.0,,0,0,0.0,2024-12-21,2025-01-31,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-12-21"", ""sanction_date"": ""2025-01-31"", ""days"": null}]"
160920,MADHAVANENI RAGHUNANDAN RAO,Unknown,Normal/Others,WS/MP18393/2025-2026/160920-Construction of community centers and community halls,12.24,LOW,NONE,0,5,18.0,15.0,2.3,500000.0,500000.0,,,2.0,,0,0,0.0,2024-12-24,2025-04-15,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-12-24"", ""sanction_date"": ""2025-04-15"", ""days"": null}]"
161130,KADIYAM KAVYA,Unknown,Normal/Others,WS/MP18389/2026-2027/161130-Installing tube-wells and borewells,12.24,LOW,NONE,0,5,18.0,15.0,2.3,500000.0,500000.0,,,2.0,,0,0,0.0,2024-12-23,2026-09-07,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2024-12-23"", ""sanction_date"": ""2026-09-07"", ""days"": null}]"
168737,ARUNA. D. K,Unknown,Normal/Others,"WS/MP18191/2024-2025/168737-Construction of roads, link roads, pathways or any other road with or without drainage system",12.24,LOW,NONE,0,5,18.0,15.0,2.3,500000.0,500000.0,,,2.0,,0,0,0.0,2025-01-24,2025-02-01,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-01-24"", ""sanction_date"": ""2025-02-01"", ""days"": null}]"
168739,ARUNA. D. K,Unknown,Normal/Others,"WS/MP18191/2024-2025/168739-Construction of roads, link roads, pathways or any other road with or without drainage system",12.24,LOW,NONE,0,5,18.0,15.0,2.3,500000.0,500000.0,,,2.0,,0,0,0.0,2025-01-24,2025-02-01,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-01-24"", ""sanction_date"": ""2025-02-01"", ""days"": null}]"
170979,KONDA VISHWESHWAR REDDY,Unknown,Normal/Others,WS/MP18188/2025-2026/170979-Construction of buildings for community cultural activities,12.24,LOW,NONE,0,5,18.0,15.0,2.3,500000.0,500000.0,,,2.0,,0,0,0.0,2025-01-31,2025-06-20,,,,The work shows sanctioned cost is 2.00x the peer median.,No immediate investigation priority based on current detection signals.,This system identifies anomaly/risk candidates for investigation. It does not establish fraud or wrongdoing.,"[{""type"": ""high_peer_cost"", ""severity"": ""medium"", ""finding"": ""Sanctioned cost is at least 2x the peer-group median"", ""ratio"": 2.0}]",[],[],"[{""type"": ""recommendation_to_sanction"", ""severity"": ""info"", ""finding"": ""Recommendation and sanction dates are available"", ""recommendation_date"": ""2025-01-31"", ""sanction_date"": ""2025-06-20"", ""days"": null}]"
