WORK_RECOMMENDATION_DTL_ID,RULE_SCORE,STATISTICAL_SCORE,ISOLATION_FOREST_SCORE,RULE_CONTRIBUTION,STATISTICAL_CONTRIBUTION,ML_CONTRIBUTION,HYBRID_RISK_SCORE,DETECTOR_AGREEMENT_COUNT,DETECTOR_AGREEMENT,FINAL_RISK_LEVEL,INVESTIGATION_PRIORITY,EVIDENCE_SUMMARY,RULE_RISK_LEVEL,RULE_ANOMALY_FLAG,RULE_REASON_CODES,RULE_REASONS,DATA_QUALITY_SCORE,STATISTICAL_RISK_LEVEL,STATISTICAL_ANOMALY_FLAG,STATISTICAL_REASON_CODES,STATISTICAL_REASONS,STATISTICAL_CONFIDENCE,ISOLATION_FOREST_RISK_LEVEL,ISOLATION_FOREST_ANOMALY_FLAG,ISOLATION_FOREST_REASON
158927,15.0,15.0,19.11,5.25,5.25,5.733,16.23,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
240652,16.0,0.0,35.41,5.6,0.0,10.623,16.22,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
183971,15.0,15.0,19.05,5.25,5.25,5.715,16.22,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
208877,16.0,0.0,35.38,5.6,0.0,10.614,16.21,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
245455,16.0,0.0,35.38,5.6,0.0,10.614,16.21,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
245458,16.0,0.0,35.38,5.6,0.0,10.614,16.21,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
186596,18.0,15.0,15.2,6.3,5.25,4.56,16.11,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,1.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
186599,18.0,15.0,15.2,6.3,5.25,4.56,16.11,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,1.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
186605,18.0,15.0,15.2,6.3,5.25,4.56,16.11,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,1.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
223034,18.0,15.0,15.2,6.3,5.25,4.56,16.11,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,1.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
223054,18.0,15.0,15.2,6.3,5.25,4.56,16.11,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,1.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
223060,18.0,15.0,15.2,6.3,5.25,4.56,16.11,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,1.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
223063,18.0,15.0,15.2,6.3,5.25,4.56,16.11,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,1.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
223071,18.0,15.0,15.2,6.3,5.25,4.56,16.11,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,1.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
213821,13.0,0.0,38.27,4.55,0.0,11.481,16.03,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
213822,13.0,0.0,38.27,4.55,0.0,11.481,16.03,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
214024,13.0,0.0,38.12,4.55,0.0,11.435999999999998,15.99,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
290013,18.0,15.0,14.78,6.3,5.25,4.433999999999999,15.98,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,1.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
152416,5.0,0.0,47.24,1.75,0.0,14.172,15.92,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
152417,5.0,0.0,47.24,1.75,0.0,14.172,15.92,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
152475,5.0,0.0,47.24,1.75,0.0,14.172,15.92,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
152541,5.0,0.0,47.24,1.75,0.0,14.172,15.92,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
155551,18.0,15.0,14.19,6.3,5.25,4.257,15.81,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
184478,18.0,15.0,14.19,6.3,5.25,4.257,15.81,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
219871,18.0,15.0,14.19,6.3,5.25,4.257,15.81,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
277899,18.0,15.0,14.19,6.3,5.25,4.257,15.81,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
278716,18.0,15.0,14.19,6.3,5.25,4.257,15.81,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
280194,18.0,15.0,14.19,6.3,5.25,4.257,15.81,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE|SANCTIONED_NOT_COMPLETED,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | Work is sanctioned but completion has not been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
158981,15.0,15.0,17.67,5.25,5.25,5.301,15.8,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
230730,5.0,0.0,46.33,1.75,0.0,13.899,15.65,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
159521,5.0,0.0,46.29,1.75,0.0,13.886999999999999,15.64,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
152460,5.0,0.0,45.9,1.75,0.0,13.77,15.52,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
161560,5.0,0.0,45.9,1.75,0.0,13.77,15.52,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
182183,15.0,15.0,16.64,5.25,5.25,4.992,15.49,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
183992,15.0,15.0,16.64,5.25,5.25,4.992,15.49,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
196292,15.0,15.0,16.64,5.25,5.25,4.992,15.49,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
219549,13.0,0.0,36.27,4.55,0.0,10.881,15.43,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
161787,5.0,0.0,45.58,1.75,0.0,13.674,15.42,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
158924,15.0,15.0,16.29,5.25,5.25,4.887,15.39,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
232871,15.0,15.0,16.01,5.25,5.25,4.803,15.3,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
180881,13.0,0.0,35.74,4.55,0.0,10.722,15.27,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
146603,5.0,0.0,44.98,1.75,0.0,13.493999999999998,15.24,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
245456,13.0,0.0,35.6,4.55,0.0,10.68,15.23,0,NONE,LOW,5,RULE: Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,LOW,False,MULTIPLE_VENDORS|MULTIPLE_TRANSACTIONS|SANCTIONED_NO_EXPENDITURE,Multiple vendors are associated with the work | Work contains multiple expenditure transactions | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,LOW,False,No strong Isolation Forest anomaly detected
210199,5.0,0.0,44.69,1.75,0.0,13.406999999999998,15.16,0,NONE,LOW,5,RULE: Work is sanctioned but no expenditure has been recorded | ML: Isolation Forest identified moderate deviation from typical work patterns,LOW,False,SANCTIONED_NO_EXPENDITURE,Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,,No statistical anomaly detected,HIGH,MEDIUM,False,Isolation Forest identified moderate deviation from typical work patterns
234902,15.0,15.0,15.45,5.25,5.25,4.635,15.14,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
158928,15.0,15.0,15.33,5.25,5.25,4.599,15.1,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
168774,15.0,15.0,15.32,5.25,5.25,4.596,15.1,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
215411,15.0,15.0,15.33,5.25,5.25,4.599,15.1,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
150032,15.0,15.0,15.21,5.25,5.25,4.563,15.06,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
225752,15.0,15.0,15.16,5.25,5.25,4.548,15.05,0,NONE,LOW,5,RULE: Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded | STATISTICAL: Sanctioned cost is at least 2x the peer-group median,LOW,False,HIGH_PEER_COST|SANCTIONED_NO_EXPENDITURE,Sanctioned cost is at least 2x the peer-group median | Work is sanctioned but no expenditure has been recorded,0.0,LOW,False,PEER_RATIO_HIGH,Sanctioned cost is at least 2x the peer-group median,HIGH,LOW,False,No strong Isolation Forest anomaly detected
