WORK_ID,STATE_NAME,CONSTITUENCY,MP_NAME,WORK_CATEGORY,ACTIVITY_NAME,SANCTION_AMOUNT,ACTUAL_AMOUNT,TOTAL_FUND_DISBURSED_AMT,PAYMENT_COUNT,UNIQUE_VENDOR_COUNT,PEER_COUNT,PEER_MEDIAN_SANCTION,SANCTION_TO_PEER_MEDIAN,SANCTION_PEER_Z_SCORE,DATA_COMPLETENESS_RATIO,IF_RAW_SCORE,IF_DECISION_SCORE,ML_PERCENTILE,ML_ANOMALY_STRENGTH,ML_SEVERITY,RULE_AGREEMENT,STATISTICAL_AGREEMENT,DETECTOR_AGREEMENT_COUNT
209175,Punjab,FATEHGARH SAHIB(SC),Shri Amar Singh,Normal/Others,WS/MP380/2025-2026/209175-Providing supply pipelines for drinking water,1000000.0,279898.0,279898.0,7.0,2.0,1,1000000.0,1.0,,0.9090909090909092,-0.7419269827508549,-0.2101488754912791,100.0,0.7419269827508549,HIGH,True,True,3
227474,Rajasthan,AJMER,Bhagirath Chaudhary,Normal/Others,WS/MP719/2025-2026/227474-Construction of community centers and community halls,495140.0,494567.0,494567.0,14.0,14.0,1,495140.0,1.0,,1.0,-0.7353071546712244,-0.2035290474116486,99.99904321784972,0.7353071546712244,HIGH,True,True,3
193991,Uttar Pradesh,ALLAHABAD,UJJWAL RAMAN SINGH,Repair and Renovation,"WS/MP18198/2025-2026/193991-Construction of roads, link roads, pathways or any other road with or without drainage system",9860000.0,9531269.0,9531269.0,18.0,9.0,1,9860000.0,1.0,,0.9090909090909092,-0.7283746433089036,-0.1965965360493278,99.99808643569943,0.7283746433089036,HIGH,True,True,3
185393,Jammu And Kashmir,SRINAGAR,AGA SYED RUHULLAH MEHDI,Normal/Others,WS/MP18260/2025-2026/185393-Improvement of electricity distribution infrastructure,569000.0,400186.0,400186.0,1.0,1.0,1,569000.0,1.0,,1.0,-0.7254038945318927,-0.1936257872723169,99.9971296535492,0.7254038945318927,HIGH,True,False,2
164693,Rajasthan,JALORE,LUMBARAM,Normal/Others,WS/MP18166/2024-2025/164693-Construction of footpaths and pedestrian ways,995453.0,995453.0,995453.0,15.0,15.0,1,995453.0,1.0,,1.0,-0.7247553704349248,-0.192977263175349,99.99617287139893,0.7247553704349248,HIGH,True,True,3
214766,Uttar Pradesh,ALLAHABAD,UJJWAL RAMAN SINGH,Normal/Others,"WS/MP18198/2025-2026/214766-Construction of roads, link roads, pathways or any other road with or without drainage system",16757000.0,,15862312.0,22.0,11.0,1,16757000.0,1.0,,0.8181818181818181,-0.719883647130934,-0.1881055398713582,99.99521608924864,0.719883647130934,HIGH,True,True,3
187436,Rajasthan,BHILWARA,DAMODAR AGARWAL,Normal/Others,WS/MP18162/2025-2026/187436-Construction of community centers and community halls,500000.0,83750.0,83750.0,8.0,8.0,1,500000.0,1.0,,0.9090909090909092,-0.7192061019429974,-0.1874279946834216,99.99425930709836,0.7192061019429974,HIGH,True,True,3
176199,Rajasthan,ALWAR,BHUPENDER YADAV,Normal/Others,WS/MP18159/2025-2026/176199-Purchase of vehicles for mobile libraries,5800000.0,5729600.0,5729600.0,2.0,2.0,1,5800000.0,1.0,,1.0,-0.7190530115204062,-0.1872749042608305,99.99330252494808,0.7190530115204062,HIGH,False,False,1
143387,Tamil Nadu,THANJAVUR,MURASOLI S,Normal/Others,WS/MP18183/2024-2025/143387-Construction of public libraries and reading rooms,4980095.0,4980095.0,4980095.0,3.0,3.0,1,4980095.0,1.0,,1.0,-0.7127151131567651,-0.1809370058971893,99.99234574279782,0.7127151131567651,HIGH,True,True,3
254284,Uttar Pradesh,ALLAHABAD,UJJWAL RAMAN SINGH,Normal/Others,"WS/MP18198/2025-2026/254284-Construction of roads, link roads, pathways or any other road with or without drainage system",9900000.0,,4419874.0,6.0,5.0,1,9900000.0,1.0,,0.8181818181818181,-0.7087954429450671,-0.1770173356854913,99.99138896064755,0.7087954429450671,HIGH,True,False,2
149089,Tamil Nadu,CHENNAI SOUTH,T Sumathy (A) Thamizhachi Thangapandian,Normal/Others,"WS/MP459/2025-2026/149089-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",12000000.0,10478968.0,10478968.0,3.0,1.0,1,12000000.0,1.0,,0.9090909090909092,-0.707240090562207,-0.1754619833026313,99.99043217849729,0.707240090562207,HIGH,False,False,1
220987,Punjab,SANGRUR,GURMEET SINGH MEET HAYER,Normal/Others,"WS/MP18314/2025-2026/220987-Construction of roads, link roads, pathways or any other road with or without drainage system",990000.0,889648.0,889648.0,20.0,5.0,1,990000.0,1.0,,0.9090909090909092,-0.7063242663274939,-0.1745461590679181,99.989475396347,0.7063242663274939,HIGH,True,True,3
198279,Telangana,NAGARKURNOOL(SC),DR.MALLU RAVI,Normal/Others,WS/MP18192/2025-2026/198279-Construction of rooms and halls in school and colleges,10000000.0,2966883.0,2966883.0,1.0,1.0,1,10000000.0,1.0,,0.9090909090909092,-0.702240932441701,-0.1704628251821253,99.98851861419674,0.702240932441701,HIGH,False,False,1
